platform,content_id,aid,crawl_mode,user_name,user_id,comment_text,like_count,reply_count,comment_time,rpid,original_comment_text,clean_text,snow_score,rule_score,rule_sentiment_type,rule_reason,sentiment_score,sentiment_type,sentiment_reason,emotion_extreme_degree,influence_score,ai_reviewed,ai_sentiment_type,ai_sentiment_score,ai_reason,ai_confidence,judgment_source,ai_review_status
bilibili,BV1TpjQ6TEQz,116802608695925,hot,青色Am,2019398514,白鹿真的是超出我的理解了，很多明星被人讨厌是因为德不配位，但总还有一两项长处，没有特长至少有长相。白鹿不一样，长相一般、智商情商也不高、也没有演技、也不是什么自带背景的二代，反而非常的嚣张，到底为什么要捧这种人，实在是无法理解[藏狐],428,12,2026-06-24 10:56:48,306795738272,白鹿真的是超出我的理解了，很多明星被人讨厌是因为德不配位，但总还有一两项长处，没有特长至少有长相。白鹿不一样，长相一般、智商情商也不高、也没有演技、也不是什么自带背景的二代，反而非常的嚣张，到底为什么要捧这种人，实在是无法理解[藏狐],白鹿真的是超出我的理解了，很多明星被人讨厌是因为德不配位，但总还有一两项长处，没有特长至少有长相。白鹿不一样，长相一般、智商情商也不高、也没有演技、也不是什么自带背景的二代，反而非常的嚣张，到底为什么要捧这种人，实在是无法理解藏狐,0.999,0.999,正向,检测到转折句，优先分析转折后内容,0.999,正向,检测到转折句，优先分析转折后内容,0.499,213.572,False,正向,0.999,"AI复核失败，保留规则判断结果。错误信息：429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 5, model: gemini-2.5-flash\nPlease retry in 45.630972812s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-2.5-flash', 'location': 'global'}, 'quotaValue': '5'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '45s'}]}}",0.0,SnowNLP + 规则,AI复核失败，保留规则判断
bilibili,BV1TpjQ6TEQz,116802608695925,hot,L柠檬树下的阳光,253726095,怪不得喜欢和年轻男子玩呢，原来是老人味闻多了,202,0,2026-06-24 10:53:41,303682781121,怪不得喜欢和年轻男子玩呢，原来是老人味闻多了,怪不得喜欢和年轻男子玩呢，原来是老人味闻多了,0.7096,0.7096,正向,SnowNLP原始判断,0.7096,正向,SnowNLP原始判断,0.2096,42.3392,False,,,,,SnowNLP + 规则,未进入AI复核队列
bilibili,BV1TpjQ6TEQz,116802608695925,hot,山茶和花,317472786,生理不适的度过了如此难熬的19分钟,250,0,2026-06-24 10:28:07,303680854929,生理不适的度过了如此难熬的19分钟,生理不适的度过了如此难熬的19分钟,0.4449,0.4449,中立,SnowNLP原始判断,0.4449,中立,SnowNLP原始判断,0.05509999999999998,13.775,False,,,,,SnowNLP + 规则,未进入AI复核队列
bilibili,BV1TpjQ6TEQz,116802608695925,hot,克里斯蒂安沈,324957456,看到他说出xmg这三个字我就感觉这人脏的很,144,13,2026-06-24 10:30:00,306793583136,看到他说出xmg这三个字我就感觉这人脏的很,看到他说出xmg这三个字我就感觉这人脏的很,0.4032,0.4032,中立,SnowNLP原始判断,0.4032,中立,SnowNLP原始判断,0.0968,13.9392,False,,,,,SnowNLP + 规则,未进入AI复核队列
bilibili,BV1TpjQ6TEQz,116802608695925,hot,南枫似夏草i,479820301,这舌苔，嘴得老臭了[吃瓜],30,1,2026-06-24 15:49:26,306821432176,这舌苔，嘴得老臭了[吃瓜],这舌苔，嘴得老臭了吃瓜,0.0992,0.0992,负向,SnowNLP原始判断,0.0992,负向,SnowNLP原始判断,0.4008,12.024,False,,,,,SnowNLP + 规则,未进入AI复核队列
bilibili,BV1TpjQ6TEQz,116802608695925,hot,苏苏考甜蜜的研,599208156,没有吃过一点苦全走捷径 非男非女在中国大陆无法选中之人,83,0,2026-06-24 12:49:59,303693604033,没有吃过一点苦全走捷径 非男非女在中国大陆无法选中之人,没有吃过一点苦全走捷径 非男非女在中国大陆无法选中之人,0.8578,0.8578,正向,SnowNLP原始判断,0.8578,正向,SnowNLP原始判断,0.3578,29.6974,False,,,,,SnowNLP + 规则,未进入AI复核队列
bilibili,BV1TpjQ6TEQz,116802608695925,hot,地球没有氧气,327139365,娱乐圈有那么多神人，于正有很大的责任，所以什么时候能把于正封杀了,31,0,2026-06-24 17:06:26,303714151377,娱乐圈有那么多神人，于正有很大的责任，所以什么时候能把于正封杀了,娱乐圈有那么多神人，于正有很大的责任，所以什么时候能把于正封杀了,0.291,0.291,负向,SnowNLP原始判断,0.291,负向,SnowNLP原始判断,0.20900000000000002,6.479,False,,,,,SnowNLP + 规则,未进入AI复核队列
bilibili,BV1TpjQ6TEQz,116802608695925,hot,骂你猪比还要扇你猪脸,3537119913970303,于正每天照完镜子看谁都是惊为天人,996,10,2026-06-24 10:13:35,306792339568,于正每天照完镜子看谁都是惊为天人,于正每天照完镜子看谁都是惊为天人,0.9787,0.9787,正向,SnowNLP原始判断,0.9787,正向,SnowNLP原始判断,0.4787,476.7852,False,正向,0.9787,"AI复核失败，保留规则判断结果。错误信息：503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}",0.0,SnowNLP + 规则,AI复核失败，保留规则判断
bilibili,BV1TpjQ6TEQz,116802608695925,hot,我桃永恒,84800483,越来越讨厌了，路转黑，这人太装了。关键你有啥资本装啊？资本硬推给你的资源，你就这种产出。我对刘亦菲也没啥好感，但是人家好几部作品摆在那里，没得说。,78,0,2026-06-24 10:39:55,303681661025,越来越讨厌了，路转黑，这人太装了。关键你有啥资本装啊？资本硬推给你的资源，你就这种产出。我对刘亦菲也没啥好感，但是人家好几部作品摆在那里，没得说。,越来越讨厌了，路转黑，这人太装了。关键你有啥资本装啊？资本硬推给你的资源，你就这种产出。我对刘亦菲也没啥好感，但是人家好几部作品摆在那里，没得说。,1.0,1.0,正向,检测到转折句，优先分析转折后内容,1.0,正向,检测到转折句，优先分析转折后内容,0.5,39.0,False,,,,,SnowNLP + 规则,未进入AI复核队列
bilibili,BV1TpjQ6TEQz,116802608695925,hot,云莅,4127525,当时B站一堆周生如故的剪辑，我第一反应就是好丑，不知道怎么火起来的[怪我咯],75,0,2026-06-24 11:09:37,306796760224,当时B站一堆周生如故的剪辑，我第一反应就是好丑，不知道怎么火起来的[怪我咯],当时B站一堆周生如故的剪辑，我第一反应就是好丑，不知道怎么火起来的怪我咯,0.0363,0.0363,负向,SnowNLP原始判断,0.0363,负向,SnowNLP原始判断,0.4637,34.7775,False,,,,,SnowNLP + 规则,未进入AI复核队列
bilibili,BV1TpjQ6TEQz,116802608695925,hot,万叶橘,346122,我说话难听，别举我，开幕雷击真的还是需要个火盆，鬼片少放，求求了，比真鬼还吓人[捂脸],70,1,2026-06-24 10:26:49,306793183360,我说话难听，别举我，开幕雷击真的还是需要个火盆，鬼片少放，求求了，比真鬼还吓人[捂脸],我说话难听，别举我，开幕雷击真的还是需要个火盆，鬼片少放，求求了，比真鬼还吓人捂脸,0.0001,0.0001,负向,SnowNLP原始判断,0.0001,负向,SnowNLP原始判断,0.4999,34.993,False,,,,,SnowNLP + 规则,未进入AI复核队列
bilibili,BV1TpjQ6TEQz,116802608695925,hot,椰奶小方li,1849780675,此人火的莫名其妙 粉丝也是奇葩,48,0,2026-06-24 10:47:54,303682402817,此人火的莫名其妙 粉丝也是奇葩,此人火的莫名其妙 粉丝也是奇葩,0.308,0.308,负向,SnowNLP原始判断,0.308,负向,SnowNLP原始判断,0.192,9.216,False,,,,,SnowNLP + 规则,未进入AI复核队列
bilibili,BV1TpjQ6TEQz,116802608695925,hot,慕课夫,3493078016985331,白男士可以现在出崩老头教程,11,0,2026-06-24 16:44:28,306825893536,白男士可以现在出崩老头教程,白男士可以现在出崩老头教程,0.4599,0.4599,中立,SnowNLP原始判断,0.4599,中立,SnowNLP原始判断,0.040100000000000025,0.4411,False,,,,,SnowNLP + 规则,未进入AI复核队列
bilibili,BV1TpjQ6TEQz,116802608695925,hot,雪糕的jio凑凑的,17959095,大家都经过十几岁的年纪吧，白鹿属于就是班里那种立假小子人设的女生，要跟男生处成哥们儿，动作贼浮夸恨不得所有人目光都在她身上，说话没礼貌没情商还觉得自己很有个性，简称显眼包。,777,18,2026-06-24 15:59:02,306822154576,大家都经过十几岁的年纪吧，白鹿属于就是班里那种立假小子人设的女生，要跟男生处成哥们儿，动作贼浮夸恨不得所有人目光都在她身上，说话没礼貌没情商还觉得自己很有个性，简称显眼包。,大家都经过十几岁的年纪吧，白鹿属于就是班里那种立假小子人设的女生，要跟男生处成哥们儿，动作贼浮夸恨不得所有人目光都在她身上，说话没礼貌没情商还觉得自己很有个性，简称显眼包。,1.0,1.0,正向,SnowNLP原始判断,1.0,正向,SnowNLP原始判断,0.5,388.5,False,正向,1.0,"AI复核失败，保留规则判断结果。错误信息：429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 5, model: gemini-2.5-flash\nPlease retry in 54.424041722s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '5'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '54s'}]}}",0.0,SnowNLP + 规则,AI复核失败，保留规则判断
bilibili,BV1TpjQ6TEQz,116802608695925,hot,鼠来宝006,8578690,要不中国电影电视剧越来越差，原来都是于正这样的人！他是不是没吃过好的！,26,0,2026-06-24 11:36:21,303686221249,要不中国电影电视剧越来越差，原来都是于正这样的人！他是不是没吃过好的！,要不中国电影电视剧越来越差，原来都是于正这样的人！他是不是没吃过好的！,0.3325,0.3325,负向,SnowNLP原始判断,0.3325,负向,SnowNLP原始判断,0.16749999999999998,4.355,False,,,,,SnowNLP + 规则,未进入AI复核队列
bilibili,BV1TpjQ6TEQz,116802608695925,hot,老肌无力了,335963820,她这种的 在学校搞小团体 当大姐头 霸凌别人最狠了[doge_金箍],608,12,2026-06-24 10:17:57,306792605552,她这种的 在学校搞小团体 当大姐头 霸凌别人最狠了[doge_金箍],她这种的 在学校搞小团体 当大姐头 霸凌别人最狠了doge金箍,0.9201,0.9201,正向,SnowNLP原始判断,0.9201,正向,SnowNLP原始判断,0.42010000000000003,255.4208,False,正向,0.9201,"AI复核失败，保留规则判断结果。错误信息：429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 5, model: gemini-2.5-flash\nPlease retry in 49.489502325s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '5'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '49s'}]}}",0.0,SnowNLP + 规则,AI复核失败，保留规则判断
bilibili,BV1TpjQ6TEQz,116802608695925,hot,咸鱼本鱼不行吗,449602169,我真的是……从凤求凰开始就等着她糊……真的很烂……人品烂，演技烂,40,0,2026-06-24 13:32:51,303697609057,我真的是……从凤求凰开始就等着她糊……真的很烂……人品烂，演技烂,我真的是从凤求凰开始就等着她糊真的很烂人品烂，演技烂,0.0094,0.0094,负向,SnowNLP原始判断,0.0094,负向,SnowNLP原始判断,0.4906,19.624,False,,,,,SnowNLP + 规则,未进入AI复核队列
bilibili,BV1TpjQ6TEQz,116802608695925,hot,夜的第36,1295120224,江苏文投董事长真是力工皇帝，这个级别了不能吃点好的吗，白鹿整容之前那个样都能吃的下，真是好胃口,9,0,2026-06-24 17:41:33,306831188368,江苏文投董事长真是力工皇帝，这个级别了不能吃点好的吗，白鹿整容之前那个样都能吃的下，真是好胃口,江苏文投董事长真是力工皇帝，这个级别了不能吃点好的吗，白鹿整容之前那个样都能吃的下，真是好胃口,0.7716,0.7716,正向,SnowNLP原始判断,0.7716,正向,SnowNLP原始判断,0.27159999999999995,2.4444,False,,,,,SnowNLP + 规则,未进入AI复核队列
bilibili,BV1TpjQ6TEQz,116802608695925,hot,阿C要发疯,8948091,她这次塌的导火索细看其实不至于，只不过是大家对她积怨已久了吧。。。大家苦资本喂屎久矣,1008,11,2026-06-24 11:37:01,303686309937,她这次塌的导火索细看其实不至于，只不过是大家对她积怨已久了吧。。。大家苦资本喂屎久矣,她这次塌的导火索细看其实不至于，只不过是大家对她积怨已久了吧。。。大家苦资本喂屎久矣,0.9796,0.9796,正向,检测到转折句，优先分析转折后内容,0.9796,正向,检测到转折句，优先分析转折后内容,0.4796,483.4368,False,正向,0.9796,"AI复核失败，保留规则判断结果。错误信息：429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 5, model: gemini-2.5-flash\nPlease retry in 1.673064939s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '5'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '1s'}]}}",0.0,SnowNLP + 规则,AI复核失败，保留规则判断
bilibili,BV1TpjQ6TEQz,116802608695925,hot,那么多nian,142735958,不要忘记她在南京拍和服！玉楼春韩国！这种价值观的人还能在荧幕蹦跶  是在宣传不爱国嘛,66,1,2026-06-24 10:28:14,303680779153,不要忘记她在南京拍和服！玉楼春韩国！这种价值观的人还能在荧幕蹦跶  是在宣传不爱国嘛,不要忘记她在南京拍和服！玉楼春韩国！这种价值观的人还能在荧幕蹦跶 是在宣传不爱国嘛,0.6403,0.6403,正向,SnowNLP原始判断,0.6403,正向,SnowNLP原始判断,0.14029999999999998,9.2598,False,,,,,SnowNLP + 规则,未进入AI复核队列
bilibili,BV1TpjQ6TEQz,116802608695925,hot,快乐小人儿臭屁仔,355093539,她是那种在老男人堆里撒娇觉得自己最被宠的人，是那种认为用没大没小来表现亲昵的人，且是那种通过贬低他人看他人难看或笑话来制造所谓综艺效果的人。一直以来她都是这么过来的，她不会怀疑自己有什么问题的。,921,2,2026-06-24 10:23:43,306793091472,她是那种在老男人堆里撒娇觉得自己最被宠的人，是那种认为用没大没小来表现亲昵的人，且是那种通过贬低他人看他人难看或笑话来制造所谓综艺效果的人。一直以来她都是这么过来的，她不会怀疑自己有什么问题的。,她是那种在老男人堆里撒娇觉得自己最被宠的人，是那种认为用没大没小来表现亲昵的人，且是那种通过贬低他人看他人难看或笑话来制造所谓综艺效果的人。一直以来她都是这么过来的，她不会怀疑自己有什么问题的。,0.9851,0.9851,正向,SnowNLP原始判断,0.9851,正向,SnowNLP原始判断,0.4851,446.7771,False,正向,0.9851,"AI复核失败，保留规则判断结果。错误信息：429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 5, model: gemini-2.5-flash\nPlease retry in 57.485166123s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '5'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '57s'}]}}",0.0,SnowNLP + 规则,AI复核失败，保留规则判断
bilibili,BV1TpjQ6TEQz,116802608695925,hot,重量级干饭职业选手,11241829,崩老头真被她崩到个当官的，内娱高小琴[喜极而泣],699,21,2026-06-24 10:23:04,306793071232,崩老头真被她崩到个当官的，内娱高小琴[喜极而泣],崩老头真被她崩到个当官的，内娱高小琴喜极而泣,0.2482,0.2482,负向,SnowNLP原始判断,0.2482,负向,SnowNLP原始判断,0.2518,176.0082,False,负向,0.2482,"AI复核失败，保留规则判断结果。错误信息：503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}",0.0,SnowNLP + 规则,AI复核失败，保留规则判断
bilibili,BV1TpjQ6TEQz,116802608695925,hot,贫僧不好百合_救火版,3493284181707408,随橙想，反耳给早期赵露思衬托的有三分呆萌,887,27,2026-06-24 11:03:40,306796300896,随橙想，反耳给早期赵露思衬托的有三分呆萌,随橙想，反耳给早期赵露思衬托的有三分呆萌,0.9252,0.9252,正向,SnowNLP原始判断,0.9252,正向,SnowNLP原始判断,0.4252,377.1524,False,正向,0.9252,"AI复核失败，保留规则判断结果。错误信息：429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 5, model: gemini-2.5-flash\nPlease retry in 52.725029512s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '5'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '52s'}]}}",0.0,SnowNLP + 规则,AI复核失败，保留规则判断
bilibili,BV1TpjQ6TEQz,116802608695925,hot,桑榆向晴,604583537,精神小妹崩老头👴🏻最佳典范(究极版)[doge],88,4,2026-06-24 19:01:05,306839496336,精神小妹崩老头👴🏻最佳典范(究极版)[doge],精神小妹崩老头最佳典范(究极版)doge,0.7656,0.7656,正向,SnowNLP原始判断,0.7656,正向,SnowNLP原始判断,0.26559999999999995,23.3728,False,,,,,SnowNLP + 规则,未进入AI复核队列
bilibili,BV1TpjQ6TEQz,116802608695925,hot,小龙虾56,402208943,有老头撑腰真的好顺,143,5,2026-06-24 18:52:21,306838584928,有老头撑腰真的好顺,有老头撑腰真的好顺,0.8959,0.8959,正向,SnowNLP原始判断,0.8959,正向,SnowNLP原始判断,0.39590000000000003,56.6137,False,,,,,SnowNLP + 规则,未进入AI复核队列
bilibili,BV1TpjQ6TEQz,116802608695925,hot,rena光明秀,66757715,对她的感觉就是演技差人也没素质，感觉会是那种在学校里抱团80别人的太妹,9,1,2026-06-24 16:49:35,306826427328,对她的感觉就是演技差人也没素质，感觉会是那种在学校里抱团80别人的太妹,对她的感觉就是演技差人也没素质，感觉会是那种在学校里抱团80别人的太妹,0.9647,0.9647,正向,SnowNLP原始判断,0.9647,正向,SnowNLP原始判断,0.4647,4.1823,False,,,,,SnowNLP + 规则,未进入AI复核队列
bilibili,BV1TpjQ6TEQz,116802608695925,hot,我始于深渊,21222419,能爆出来就说明后台已经不稳了，不然最近的风波咱们都不会看到的,74,1,2026-06-24 15:58:02,306822131936,能爆出来就说明后台已经不稳了，不然最近的风波咱们都不会看到的,能爆出来就说明后台已经不稳了，不然最近的风波咱们都不会看到的,0.3758,0.3758,负向,SnowNLP原始判断,0.3758,负向,SnowNLP原始判断,0.12419999999999998,9.1908,False,,,,,SnowNLP + 规则,未进入AI复核队列
bilibili,BV1TpjQ6TEQz,116802608695925,hot,猫猫有不在场证明,2619580,她和成毅都属于是有人捧的那种,700,22,2026-06-24 10:13:25,303679848865,她和成毅都属于是有人捧的那种,她和成毅都属于是有人捧的那种,0.4206,0.4206,中立,SnowNLP原始判断,0.4206,中立,SnowNLP原始判断,0.07940000000000003,55.58,False,,,,,SnowNLP + 规则,未进入AI复核队列
bilibili,BV1TpjQ6TEQz,116802608695925,hot,木林曦ing,3537107295406352,太可怕了，事实证明告诉我们，想捧红一个人很简单，并且你还找不到幕后玩家,144,3,2026-06-24 15:32:20,303706470449,太可怕了，事实证明告诉我们，想捧红一个人很简单，并且你还找不到幕后玩家,太可怕了，事实证明告诉我们，想捧红一个人很简单，并且你还找不到幕后玩家,0.0531,0.0531,负向,SnowNLP原始判断,0.0531,负向,SnowNLP原始判断,0.4469,64.3536,False,,,,,SnowNLP + 规则,未进入AI复核队列
bilibili,BV1TpjQ6TEQz,116802608695925,hot,小秦在好好吃饭,1304176042,"上过初中高中的都知道
这种所谓大大咧咧性格的女孩子
在学校里就特别受那种老登男教师的欢迎
极其容易向上社交",101,10,2026-06-24 15:07:59,306818323344,"上过初中高中的都知道
这种所谓大大咧咧性格的女孩子
在学校里就特别受那种老登男教师的欢迎
极其容易向上社交",上过初中高中的都知道这种所谓大大咧咧性格的女孩子在学校里就特别受那种老登男教师的欢迎极其容易向上社交,0.9997,0.9997,正向,SnowNLP原始判断,0.9997,正向,SnowNLP原始判断,0.49970000000000003,50.4697,False,,,,,SnowNLP + 规则,未进入AI复核队列
bilibili,BV1TpjQ6TEQz,116802608695925,hot,小V他偏头疼,251979252,别的我不关心，只是这种没有业务能力和文化底蕴的人拿到这么多资源，会让我对这个国家的娱乐业感到深深的失望和悲悯,87,6,2026-06-24 14:28:54,303701908145,别的我不关心，只是这种没有业务能力和文化底蕴的人拿到这么多资源，会让我对这个国家的娱乐业感到深深的失望和悲悯,别的我不关心，只是这种没有业务能力和文化底蕴的人拿到这么多资源，会让我对这个国家的娱乐业感到深深的失望和悲悯,0.9999,0.25,负向,检测到转折句，优先分析转折后内容；负向关键词修正；转折后内容带有负向/质疑信号，修正为负向,0.25,负向,检测到转折句，优先分析转折后内容；负向关键词修正；转折后内容带有负向/质疑信号，修正为负向,0.25,21.75,False,,,,,SnowNLP + 规则,未进入AI复核队列
